detail_id,detail_information,light_condition,road_function,intersection_type,drunk_driving
15430,Rollover/Overturn,Dawn,Rural-Minor Collector,Not an Intersection,t
15431,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,t
15432,Motor Vehicle In-Transport ,Dusk,Urban-Minor Arterial,Not an Intersection,t
15433,Fell/Jumped from Vehicle,Dusk,Urban-Local Road or Street,Not an Intersection,f
15434,Rollover/Overturn,Daylight,Urban-Other Principal Arterial,Not an Intersection,t
15435,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
15436,Rollover/Overturn,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,t
15437,Motor Vehicle In-Transport ,Daylight,Urban-Collector,Four-Way Intersection,t
15438,Utility Pole/Light Support,Daylight,Urban-Minor Arterial,Not an Intersection,t
15439,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
15440,Pedalcyclist,Daylight,Urban-Local Road or Street,Not an Intersection,f
15441,Pedestrian,Dawn,Urban-Other Principal Arterial,Not an Intersection,f
15442,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
15443,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,t
15444,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Four-Way Intersection,f
15445,Pedestrian,Daylight,Urban-Minor Arterial,Four-Way Intersection,f
15446,Pedalcyclist,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,f
15447,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
15448,Pedestrian,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,f
15449,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Minor Arterial,T-Intersection,t
15450,Curb,Daylight,Urban-Local Road or Street,Not an Intersection,t
15451,Rollover/Overturn,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
15452,Rollover/Overturn,Dusk,Urban-Principal Arterial-Interstate,Not an Intersection,f
15453,Pedestrian,Dawn,Urban-Minor Arterial,T-Intersection,f
15454,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
15455,Rollover/Overturn,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
15456,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
15457,Fell/Jumped from Vehicle,Daylight,Rural-Minor Collector,Not an Intersection,f
15458,"Other Post, Other Pole or Other Supports",Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
15459,"Other Post, Other Pole or Other Supports",Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
15460,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Y-Intersection,f
15461,Ditch,Dusk,Rural-Principal Arterial-Other,Not an Intersection,t
15462,Non-Motorist on Personal Conveyance,Daylight,Urban-Minor Arterial,T-Intersection,f
15463,Curb,Daylight,Urban-Minor Arterial,Not an Intersection,t
15464,Other Fixed Object,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,f
15465,Pedestrian,Daylight,Urban-Minor Arterial,Four-Way Intersection,f
15466,Rollover/Overturn,Daylight,Urban-Local Road or Street,Not an Intersection,f
15467,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
15468,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
15469,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
15470,Other Object (not fixed),Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
15471,Embankment,Daylight,Rural-Minor Collector,Not an Intersection,f
15472,Rollover/Overturn,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
15473,Curb,Daylight,Urban-Minor Arterial,Not an Intersection,f
15474,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,t
15475,Pedestrian,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
15476,Rollover/Overturn,Dark - Not Lighted,Urban-Collector,Not an Intersection,t
15477,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,T-Intersection,t
15478,Rollover/Overturn,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
15479,Other Object (not fixed),Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
15480,"Other Post, Other Pole or Other Supports",Daylight,Urban-Other Principal Arterial,Not an Intersection,f
15481,Traffic Sign Support ,Dark - Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
15482,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
15483,Pedestrian,Daylight,Urban-Minor Arterial,T-Intersection,f
15484,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
15485,Rollover/Overturn,Daylight,Rural-Principal Arterial-Other,Not an Intersection,t
15486,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,t
15487,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
15488,Pedestrian,Daylight,Urban-Minor Arterial,Four-Way Intersection,f
15489,Curb,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,t
15490,Rollover/Overturn,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
15491,Motor Vehicle In-Transport ,Dark - Lighted,Rural-Principal Arterial-Other,Not an Intersection,t
15492,Rollover/Overturn,Dusk,Rural-Minor Collector,Not an Intersection,f
15493,Rollover/Overturn,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
15494,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,T-Intersection,f
15495,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Four-Way Intersection,f
15496,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
15497,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,t
15498,"Other Post, Other Pole or Other Supports",Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
15499,Rollover/Overturn,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,t
15500,Rollover/Overturn,Dark - Not Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
15501,"Other Post, Other Pole or Other Supports",Dawn,Rural-Principal Arterial-Interstate,Not an Intersection,t
15502,Rollover/Overturn,Daylight,Rural-Minor Arterial,Not an Intersection,f
15503,Pedestrian,Daylight,Rural-Minor Collector,Not an Intersection,f
15504,"Other Post, Other Pole or Other Supports",Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
15505,Parked Motor Vehicle ,Dusk,Rural-Principal Arterial-Interstate,Not an Intersection,f
15506,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
15507,Rollover/Overturn,Daylight,Urban-Minor Arterial,Four-Way Intersection,f
15508,Rollover/Overturn,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
15509,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Other,T-Intersection,t
15510,Pedestrian,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
15511,Pedestrian,Daylight,Urban-Minor Arterial,Four-Way Intersection,f
15512,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,t
15513,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,T-Intersection,f
15514,Rollover/Overturn,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
15515,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Four-Way Intersection,f
15516,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
15517,Rollover/Overturn,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
15518,Curb,Daylight,Urban-Minor Arterial,Not an Intersection,f
15519,Rollover/Overturn,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
15520,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,t
15521,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
15522,Rollover/Overturn,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
15523,Non-Motorist on Personal Conveyance,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
15524,Pedestrian,Dark - Lighted,Urban-Minor Arterial,Four-Way Intersection,f
15525,Curb,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
15526,Pedestrian,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
15527,Pedestrian,Dark - Lighted,Rural-Minor Collector,Not an Intersection,f
15528,Pedestrian,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
15529,Utility Pole/Light Support,Dark - Lighted,Urban-Minor Arterial,Four-Way Intersection,t
15530,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,t
15531,Pedestrian,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,f
15533,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,t
15534,"Other Post, Other Pole or Other Supports",Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
15535,Pedestrian,Daylight,Urban-Minor Arterial,Not an Intersection,f
15536,Other Fixed Object,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,t
15537,Rollover/Overturn,Dawn,Rural-Principal Arterial-Interstate,Not an Intersection,f
15538,Pedalcyclist,Daylight,Urban-Minor Arterial,Not an Intersection,f
15539,Shrubbery,Dawn,Rural-Principal Arterial-Other,Not an Intersection,t
15540,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Minor Arterial,T-Intersection,t
15541,Concrete Traffic Barrier,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
15542,Utility Pole/Light Support,Dark - Lighted,Urban-Collector,Not an Intersection,t
15543,Concrete Traffic Barrier,Dark - Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
15544,Culvert,Dark - Not Lighted,Rural-Major Collector,T-Intersection,t
15545,Pedestrian,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,f
15546,Curb,Dark - Lighted,Rural-Major Collector,Not an Intersection,t
15547,Rollover/Overturn,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
15548,Rollover/Overturn,Dark - Lighted,Urban-Minor Arterial,Four-Way Intersection,f
15549,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,t
15550,Rollover/Overturn,Dark - Lighted,Urban-Minor Arterial,Roundabout,t
15551,Motor Vehicle In-Transport ,Daylight,Urban-Collector,Not an Intersection,f
15552,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
15553,Pedestrian,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,f
15554,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Four-Way Intersection,f
15555,Pedestrian,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
15556,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
15557,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
15558,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
15559,Pedestrian,Dark - Lighted,Urban-Minor Arterial,Four-Way Intersection,f
15560,Non-Motorist on Personal Conveyance,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,f
15561,Rollover/Overturn,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,t
15562,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,f
15563,Pedestrian,Dark - Lighted,Urban-Minor Arterial,Four-Way Intersection,f
15564,Parked Motor Vehicle ,Daylight,Urban-Collector,Not an Intersection,f
15565,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Four-Way Intersection,f
15566,Guardrail Face,Dusk,Rural-Principal Arterial-Other,Not an Intersection,f
15567,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
15568,Pedalcyclist,Dusk,Urban-Local Road or Street,Not an Intersection,f
15569,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Local Road or Street,Four-Way Intersection,t
15570,Pedestrian,Dark - Lighted,Urban-Local Road or Street,Four-Way Intersection,f
15571,Rollover/Overturn,Dark - Not Lighted,Rural-Unknown Rural,Not an Intersection,t
15572,Building,Dark - Lighted,Rural-Local Road or Street,Not an Intersection,t
15573,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Four-Way Intersection,f
15574,Curb,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
15575,Tree (Standing Only),Dawn,Rural-Minor Collector,Not an Intersection,f
15576,Rollover/Overturn,Dark - Lighted,Urban-Collector,Not an Intersection,t
15577,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,t
15578,Pedestrian,Dark - Lighted,Urban-Local Road or Street,T-Intersection,f
15579,Tree (Standing Only),Dark - Not Lighted,Rural-Minor Collector,T-Intersection,t
15580,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
15581,Motor Vehicle In-Transport ,Daylight,Urban-Local Road or Street,Not an Intersection,f
15582,Tree (Standing Only),Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
15583,Immersion,Daylight,Rural-Local Road or Street,Not an Intersection,f
15584,Fire Hydrant,Daylight,Rural-Local Road or Street,Not an Intersection,f
15585,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Not an Intersection,f
15586,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,T-Intersection,f
15587,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Four-Way Intersection,f
15588,Rollover/Overturn,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,t
15589,Tree (Standing Only),Dark - Lighted,Rural-Local Road or Street,T-Intersection,f
15590,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
15591,Rollover/Overturn,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,t
15592,Other Object (not fixed),Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
15593,Guardrail Face,Daylight,Rural-Local Road or Street,Not an Intersection,f
15594,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
15595,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
15596,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
15597,Pedestrian,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
15598,Ground,Daylight,Urban-Local Road or Street,Not an Intersection,t
15599,Pedestrian,Daylight,Urban-Local Road or Street,Four-Way Intersection,f
15600,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
15601,Rollover/Overturn,Daylight,Rural-Minor Collector,Four-Way Intersection,f
15602,Utility Pole/Light Support,Dark - Lighted,Rural-Local Road or Street,Not an Intersection,t
16762,Pedestrian,Daylight,Urban-Local Road or Street,Not an Intersection,f
15603,Tree (Standing Only),Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
15604,Rollover/Overturn,Dawn,Rural-Minor Collector,Not an Intersection,t
15605,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
15606,Ditch,Dusk,Rural-Local Road or Street,Not an Intersection,f
15607,Tree (Standing Only),Daylight,Urban-Local Road or Street,Not an Intersection,f
15608,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Not an Intersection,f
15609,Rollover/Overturn,Daylight,Rural-Local Road or Street,Not an Intersection,f
15610,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
15611,Tree (Standing Only),Dark - Not Lighted,Urban-Collector,Not an Intersection,t
15612,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Not an Intersection,f
15613,Tree (Standing Only),Daylight,Rural-Local Road or Street,Not an Intersection,f
15614,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Not an Intersection,f
15615,Rollover/Overturn,Daylight,Rural-Major Collector,Not an Intersection,f
15616,Guardrail Face,Daylight,Rural-Minor Collector,Not an Intersection,f
15617,Rollover/Overturn,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
15618,Live Animal,Dark - Not Lighted,Urban-Collector,Not an Intersection,f
15619,Pedestrian,Daylight,Rural-Local Road or Street,Not an Intersection,f
15620,Tree (Standing Only),Daylight,Rural-Local Road or Street,Not an Intersection,t
15621,Embankment,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
15622,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Not an Intersection,f
15623,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Not an Intersection,f
15624,Boulder,Dark - Not Lighted,Rural-Local Road or Street,T-Intersection,t
15625,Tree (Standing Only),Daylight,Rural-Local Road or Street,Not an Intersection,f
15626,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Four-Way Intersection,f
15627,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Not an Intersection,f
15628,Tree (Standing Only),Daylight,Rural-Local Road or Street,Not an Intersection,f
15629,Utility Pole/Light Support,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
15630,Rollover/Overturn,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
15631,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Not an Intersection,t
15632,Tree (Standing Only),Daylight,Rural-Local Road or Street,Not an Intersection,t
15633,Utility Pole/Light Support,Daylight,Rural-Minor Collector,Not an Intersection,f
15634,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,f
15635,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Four-Way Intersection,f
15636,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Not an Intersection,f
15637,Tree (Standing Only),Daylight,Rural-Local Road or Street,Not an Intersection,t
15638,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
15639,Rollover/Overturn,Daylight,Rural-Minor Collector,Not an Intersection,f
15640,Rollover/Overturn,Daylight,Rural-Local Road or Street,Not an Intersection,t
15641,Tree (Standing Only),Dark - Lighted,Rural-Local Road or Street,Not an Intersection,f
15642,Tree (Standing Only),Daylight,Rural-Local Road or Street,Not an Intersection,f
15643,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
15644,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
15645,Rollover/Overturn,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
15646,Building,Daylight,Urban-Local Road or Street,T-Intersection,f
15647,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Four-Way Intersection,f
15648,Rollover/Overturn,Daylight,Urban-Other Principal Arterial,Not an Intersection,t
15649,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Local Road or Street,Four-Way Intersection,t
15650,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Collector,Not an Intersection,f
15651,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
15652,Tree (Standing Only),Dawn,Rural-Principal Arterial-Interstate,Not an Intersection,f
15653,Tree (Standing Only),Daylight,Rural-Local Road or Street,Not an Intersection,f
15654,Embankment,Daylight,Rural-Local Road or Street,Not an Intersection,f
15655,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,T-Intersection,f
15656,Pedestrian,Dark - Lighted,Rural-Major Collector,Not an Intersection,f
15657,Utility Pole/Light Support,Dark - Lighted,Rural-Local Road or Street,Four-Way Intersection,t
15658,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Not an Intersection,f
15659,Rollover/Overturn,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
15660,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
15661,Tree (Standing Only),Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,t
15662,Other Fixed Object,Dark - Not Lighted,Rural-Local Road or Street,Y-Intersection,t
15663,Guardrail Face,Dark - Lighted,Rural-Major Collector,Not an Intersection,t
15664,Utility Pole/Light Support,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,t
15665,Pedestrian,Daylight,Rural-Local Road or Street,Four-Way Intersection,f
15666,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Not an Intersection,t
15667,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,T-Intersection,f
15668,Rollover/Overturn,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
15669,Rollover/Overturn,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
15670,Pedestrian,Dusk,Urban-Minor Arterial,Not an Intersection,f
15671,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
15672,Concrete Traffic Barrier,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
15673,"Other Post, Other Pole or Other Supports",Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
15674,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
15675,Boulder,Dark - Not Lighted,Rural-Minor Collector,T-Intersection,f
15676,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
15677,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Not an Intersection,f
15678,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
15679,Tree (Standing Only),Daylight,Rural-Local Road or Street,Not an Intersection,f
15680,Motor Vehicle In-Transport ,Daylight,Urban-Local Road or Street,Four-Way Intersection,f
15681,Tree (Standing Only),Dark - Lighted,Urban-Local Road or Street,T-Intersection,t
15682,Other Object (not fixed),Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,f
15683,Rollover/Overturn,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,t
15684,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
15685,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
15686,Utility Pole/Light Support,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
15687,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,T-Intersection,f
15688,Pedestrian,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,f
15689,Motor Vehicle In-Transport ,Daylight,Urban-Local Road or Street,T-Intersection,f
15690,Pedestrian,Dark - Lighted,Urban-Local Road or Street,T-Intersection,f
15693,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
15694,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,t
15695,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,f
15696,Motor Vehicle In-Transport ,Dusk,Urban-Local Road or Street,Not an Intersection,f
15697,Tree (Standing Only),Daylight,Urban-Other Principal Arterial,Not an Intersection,f
15698,Tree (Standing Only),Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
15699,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
15700,Pedestrian,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,t
15701,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Collector,T-Intersection,f
15702,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,t
15703,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,T-Intersection,t
15704,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Four-Way Intersection,f
15705,Pedestrian,Daylight,Urban-Local Road or Street,T-Intersection,f
15706,Utility Pole/Light Support,Daylight,Rural-Major Collector,Not an Intersection,f
15707,Fence,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,t
15708,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,T-Intersection,f
15709,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,t
15710,Pedestrian,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,f
15711,Utility Pole/Light Support,Daylight,Urban-Minor Arterial,Not an Intersection,f
15712,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
15713,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,t
15714,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,T-Intersection,f
15715,Curb,Dark - Lighted,Urban-Minor Arterial,T-Intersection,t
15716,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
15717,Fell/Jumped from Vehicle,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
15718,Motor Vehicle In-Transport ,Daylight,Urban-Collector,Four-Way Intersection,f
15719,Shrubbery,Dark - Not Lighted,Urban-Collector,T-Intersection,f
15720,Motor Vehicle In-Transport ,Daylight,Urban-Collector,Not an Intersection,f
15721,Concrete Traffic Barrier,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
15722,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
15723,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,f
15724,Railway Vehicle,Daylight,Urban-Local Road or Street,Not an Intersection,f
15725,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,f
15726,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
15727,Pedestrian,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
15728,Pedestrian,Dark - Lighted,Urban-Minor Arterial,Y-Intersection,f
15729,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
15730,Guardrail Face,Daylight,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
15731,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
15732,Utility Pole/Light Support,Dark - Not Lighted,Urban-Collector,Not an Intersection,t
15733,Pedestrian,Dark - Lighted,Urban-Collector,Four-Way Intersection,f
15734,Pedalcyclist,Daylight,Urban-Minor Arterial,Not an Intersection,t
15735,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Four-Way Intersection,f
15736,Pedestrian,Dark - Lighted,Urban-Collector,Not an Intersection,t
15737,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
15738,Pedestrian,Dawn,Urban-Principal Arterial-Interstate,Not an Intersection,f
15739,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
15740,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Other Principal Arterial,T-Intersection,t
15741,Pedestrian,Dark - Lighted,Urban-Collector,T-Intersection,f
15742,Pedestrian,Dark - Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
15743,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
15744,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Local Road or Street,T-Intersection,f
15745,Curb,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
