detail_id,detail_information,light_condition,road_function,intersection_type,drunk_driving
56583,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
56584,Tree (Standing Only),Daylight,Urban-Collector,Not an Intersection,f
56585,Rollover/Overturn,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
56586,Curb,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
56587,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
56588,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
56589,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Four-Way Intersection,f
56590,Non-Motorist on Personal Conveyance,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
56591,Bridge Rail (Includes parapet),Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
56592,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Not an Intersection,f
56593,Motor Vehicle In-Transport ,Daylight,Urban-Local Road or Street,Not an Intersection,f
56594,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,f
56595,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,f
56596,Utility Pole/Light Support,Daylight,Urban-Minor Arterial,Not an Intersection,t
56597,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Four-Way Intersection,f
56598,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Other Principal Arterial,Four-Way Intersection,t
56599,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
56600,Live Animal,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
56601,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,f
56602,Mail Box,Daylight,Rural-Minor Collector,Not an Intersection,f
56603,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
56604,Rollover/Overturn,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
56605,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Not an Intersection,t
56606,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
56607,Guardrail End,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
56608,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
56609,Traffic Sign Support ,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
56610,Pedestrian,Dark - Not Lighted,Urban-Collector,Not an Intersection,f
56611,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Four-Way Intersection,f
56612,Rollover/Overturn,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
56613,"Other Post, Other Pole or Other Supports",Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
56614,Concrete Traffic Barrier,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
56615,Utility Pole/Light Support,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
56616,Utility Pole/Light Support,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
56617,Rollover/Overturn,Daylight,Urban-Collector,T-Intersection,f
56618,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,T-Intersection,f
56619,Pedalcyclist,Daylight,Urban-Principal Arterial-Other Freeways or Expressways,Four-Way Intersection,f
56620,Pedestrian,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,f
56621,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,f
56622,Pedestrian,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
56623,Ditch,Daylight,Rural-Local Road or Street,Not an Intersection,t
56624,Rollover/Overturn,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,t
56625,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
56626,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
56627,Other Object (not fixed),Daylight,Rural-Major Collector,Not an Intersection,f
56628,Guardrail End,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,t
56629,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Other Principal Arterial,T-Intersection,t
56630,Guardrail Face,Dark - Lighted,Urban-Collector,Not an Intersection,f
56631,Tree (Standing Only),Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
56632,Rollover/Overturn,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
56633,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
56634,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Collector,Not an Intersection,t
56635,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,Four-Way Intersection,f
56636,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
56637,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Not an Intersection,t
56638,Tree (Standing Only),Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
56639,Concrete Traffic Barrier,Dusk,Urban-Principal Arterial-Interstate,Not an Intersection,t
56640,Ditch,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
56641,Utility Pole/Light Support,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
56642,Traffic Sign Support ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
56643,Pedestrian,Dusk,Urban-Other Principal Arterial,Not an Intersection,f
56644,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
56645,Pedalcyclist,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,f
56646,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
56647,Motor Vehicle In-Transport ,Dusk,Urban-Principal Arterial-Interstate,Not an Intersection,f
56648,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,f
56649,Other Object (not fixed),Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
56650,Tree (Standing Only),Daylight,Rural-Local Road or Street,Not an Intersection,f
56651,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,T-Intersection,f
56652,Guardrail End,Dark - Lighted,Urban-Collector,Not an Intersection,t
56653,"Other Post, Other Pole or Other Supports",Dark - Lighted,Rural-Local Road or Street,Not an Intersection,t
56654,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
56655,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,f
56656,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Minor Arterial,T-Intersection,f
56657,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Not an Intersection,f
56658,Mail Box,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
56659,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,t
56660,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,f
56661,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Local Road or Street,T-Intersection,t
56662,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,t
56663,Guardrail Face,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
56664,Curb,Daylight,Urban-Local Road or Street,Not an Intersection,f
56665,Guardrail Face,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
56666,Rollover/Overturn,Dusk,Rural-Local Road or Street,Not an Intersection,f
56667,Guardrail Face,Daylight,Rural-Major Collector,Not an Intersection,f
56668,Pedestrian,Daylight,Urban-Minor Arterial,Not an Intersection,f
56669,Ditch,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
56670,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
56671,Motor Vehicle In-Transport ,Daylight,Urban-Local Road or Street,T-Intersection,f
56672,Pedestrian,Daylight,Urban-Local Road or Street,Not an Intersection,f
56673,Tree (Standing Only),Dark - Not Lighted,Urban-Collector,Not an Intersection,f
56674,Traffic Sign Support ,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
56675,Embankment,Daylight,Rural-Major Collector,Not an Intersection,f
56676,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
56677,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,t
56678,Pedestrian,Dark - Not Lighted,Rural-Major Collector,T-Intersection,f
56679,Guardrail End,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,t
56680,Ditch,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
56681,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,f
56682,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
56683,Embankment,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
56684,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
56685,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
56686,Rollover/Overturn,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
56687,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,f
56688,Pedestrian,Daylight,Urban-Collector,Not an Intersection,f
56689,Tree (Standing Only),Daylight,Rural-Minor Collector,Not an Intersection,f
56690,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
56691,Pedestrian,Daylight,Rural-Local Road or Street,Not an Intersection,f
56692,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Other,Four-Way Intersection,f
56693,Guardrail End,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
56694,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
56695,Pedestrian,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,f
56696,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,T-Intersection,f
56697,Pedestrian,Dark - Not Lighted,Rural-Principal Arterial-Other,Four-Way Intersection,f
56698,Ditch,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
56699,Embankment,Daylight,Rural-Major Collector,Not an Intersection,f
56700,Motor Vehicle In-Transport ,Daylight,Urban-Collector,Not an Intersection,f
56701,Ditch,Daylight,Rural-Major Collector,Not an Intersection,t
56702,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
56703,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
56704,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Four-Way Intersection,f
56705,Guardrail Face,Dark - Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
56706,Pedestrian,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,t
56707,Utility Pole/Light Support,Daylight,Rural-Minor Arterial,Not an Intersection,f
56708,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
56709,Guardrail Face,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
56710,Pedestrian,Dark - Not Lighted,Urban-Collector,Not an Intersection,f
56711,Utility Pole/Light Support,Daylight,Urban-Minor Arterial,Not an Intersection,t
56712,Pedestrian,Dark - Not Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
56713,Rollover/Overturn,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
56714,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Four-Way Intersection,f
56715,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
56716,Pedestrian,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
56717,Utility Pole/Light Support,Daylight,Rural-Minor Collector,Not an Intersection,t
56718,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
56719,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Y-Intersection,t
56720,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Not an Intersection,f
56721,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,f
56722,Pedalcyclist,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
56723,Motor Vehicle In-Transport ,Dark - Lighted,Rural-Major Collector,Not an Intersection,f
56724,Concrete Traffic Barrier,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
56725,Embankment,Daylight,Rural-Local Road or Street,Not an Intersection,t
56726,Ditch,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
56727,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
56728,Embankment,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
56729,Guardrail End,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
56730,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,f
56731,Pedestrian,Dark - Lighted,Urban-Collector,Not an Intersection,f
56732,Curb,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,t
56733,Tree (Standing Only),Daylight,Rural-Major Collector,Not an Intersection,f
56734,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
56735,Ditch,Daylight,Rural-Minor Collector,Not an Intersection,f
56736,Live Animal,Dusk,Rural-Principal Arterial-Interstate,Not an Intersection,f
56737,Tree (Standing Only),Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,f
56738,Building,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
56739,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
56740,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Four-Way Intersection,f
56741,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,t
56742,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
56743,Embankment,Daylight,Rural-Major Collector,Not an Intersection,f
56744,Guardrail Face,Dusk,Rural-Major Collector,Not an Intersection,f
56745,Pedalcyclist,Dark - Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
56746,Pedestrian,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,t
56747,Tree (Standing Only),Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
56748,Embankment,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
56749,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Four-Way Intersection,f
56750,"Other Post, Other Pole or Other Supports",Daylight,Rural-Minor Collector,Not an Intersection,t
56751,Mail Box,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,t
56752,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Other Principal Arterial,Y-Intersection,t
56753,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Collector,Not an Intersection,t
56754,Rollover/Overturn,Daylight,Rural-Minor Collector,Not an Intersection,f
56755,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
56756,Pedestrian,Daylight,Urban-Minor Arterial,Not an Intersection,f
56757,Motor Vehicle In-Transport ,Daylight,Urban-Collector,Not an Intersection,t
56758,Mail Box,Dark - Not Lighted,Urban-Collector,Not an Intersection,t
56759,Guardrail Face,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
56760,Ditch,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
56761,Culvert,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,t
56762,Utility Pole/Light Support,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
56763,Mail Box,Dark - Lighted,Rural-Local Road or Street,Not an Intersection,t
56764,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Minor Arterial,Four-Way Intersection,t
56765,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
56766,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
56767,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Not an Intersection,t
56768,Pedestrian,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
56769,Ditch,Dark - Not Lighted,Urban-Collector,Not an Intersection,t
56770,Pedestrian,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
56771,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,f
56772,Utility Pole/Light Support,Daylight,Rural-Major Collector,Not an Intersection,f
56773,Pedestrian,Dusk,Urban-Other Principal Arterial,Not an Intersection,f
56774,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,f
56775,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Four-Way Intersection,f
56776,Rollover/Overturn,Daylight,Rural-Minor Collector,Not an Intersection,f
56777,Ditch,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,f
56778,Pedestrian,Dusk,Rural-Minor Collector,Not an Intersection,f
56779,Motor Vehicle In-Transport ,Dusk,Rural-Principal Arterial-Other,Not an Intersection,f
56780,Guardrail End,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
56781,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
56782,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
56783,Parked Motor Vehicle ,Daylight,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
56784,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Not an Intersection,f
56785,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Four-Way Intersection,f
56786,Guardrail End,Daylight,Rural-Major Collector,Not an Intersection,f
56787,Culvert,Dusk,Rural-Local Road or Street,Not an Intersection,f
56788,Ditch,Daylight,Rural-Major Collector,Not an Intersection,t
56789,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
56790,Immersion,Dark - Unknown Lighting,Rural-Local Road or Street,Not an Intersection,f
56791,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
56792,Railway Vehicle,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
56793,Ditch,Dusk,Rural-Local Road or Street,Not an Intersection,f
56794,Pedestrian,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
56795,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
56796,Ditch,Daylight,Rural-Major Collector,Not an Intersection,f
56797,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
56798,Motor Vehicle In-Transport ,Dusk,Rural-Local Road or Street,Not an Intersection,f
56799,Pedalcyclist,Dusk,Rural-Major Collector,Not an Intersection,f
56800,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
56801,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
56802,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
56803,Ditch,Daylight,Rural-Major Collector,Not an Intersection,f
56804,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
56805,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,T-Intersection,f
56806,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Four-Way Intersection,f
56807,Pedestrian,Daylight,Urban-Collector,Not an Intersection,f
56808,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
56809,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
56810,Pedestrian,Dark - Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
56811,Pedestrian,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
56812,Motor Vehicle In-Transport ,Dark - Lighted,Rural-Major Collector,Four-Way Intersection,f
56813,Ditch,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
56814,Embankment,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,t
56815,Motor Vehicle In-Transport ,Dusk,Rural-Principal Arterial-Other,Not an Intersection,f
56816,Motor Vehicle In-Transport ,Dark - Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
56817,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Four-Way Intersection,f
56818,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
56819,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
56820,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
56821,Other Fixed Object,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
56822,Ditch,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
56823,Rollover/Overturn,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
64304,Ditch,Daylight,Rural-Minor Collector,Not an Intersection,f
56824,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
56825,Tree (Standing Only),Daylight,Rural-Local Road or Street,Not an Intersection,f
56826,Mail Box,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
56827,Ditch,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
56828,Ditch,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
56829,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,t
56830,Pedestrian,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,f
56831,Motor Vehicle In-Transport ,Dusk,Rural-Minor Arterial,Not an Intersection,t
56832,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
56833,Traffic Sign Support ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
56834,"Other Post, Other Pole or Other Supports",Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
56835,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
56836,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
56837,Guardrail Face,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
56838,Fence,Daylight,Urban-Local Road or Street,Not an Intersection,f
56839,Utility Pole/Light Support,Daylight,Rural-Local Road or Street,Not an Intersection,f
56840,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
56841,Ditch,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
56842,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,f
56843,Parked Motor Vehicle ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
56844,Guardrail Face,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
56845,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Local Road or Street,T-Intersection,t
56846,Ditch,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
56847,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Minor Arterial,Four-Way Intersection,f
56848,Utility Pole/Light Support,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
56849,Pedestrian,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
56850,Tree (Standing Only),Daylight,Rural-Local Road or Street,Not an Intersection,t
56851,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Four-Way Intersection,f
56852,Guardrail Face,Dark - Not Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,t
56853,Pedestrian,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
56854,Pedestrian,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
56855,Live Animal,Daylight,Rural-Major Collector,Not an Intersection,f
56856,Motor Vehicle In-Transport ,Dark - Lighted,Rural-Minor Arterial,Not an Intersection,f
56857,Pedestrian,Dark - Not Lighted,Urban-Collector,Four-Way Intersection,f
56858,Tree (Standing Only),Daylight,Rural-Local Road or Street,Not an Intersection,t
56859,Pedestrian,Dark - Not Lighted,Urban-Collector,Not an Intersection,f
56860,Tree (Standing Only),Daylight,Urban-Minor Arterial,Not an Intersection,f
56861,Embankment,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
56862,Utility Pole/Light Support,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
56863,Guardrail Face,Daylight,Urban-Minor Arterial,Not an Intersection,t
56864,Pedestrian,Dark - Lighted,Rural-Local Road or Street,Not an Intersection,f
56865,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
56866,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
56867,Ditch,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
56868,Tree (Standing Only),Daylight,Rural-Major Collector,Not an Intersection,f
56869,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,f
56870,Utility Pole/Light Support,Daylight,Urban-Local Road or Street,Not an Intersection,t
56871,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
56872,Motor Vehicle In-Transport ,Dark - Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
56873,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
56874,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
56875,Utility Pole/Light Support,Dark - Not Lighted,Urban-Collector,Not an Intersection,f
56876,Ditch,Daylight,Rural-Local Road or Street,Not an Intersection,f
56877,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
56878,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Four-Way Intersection,f
56879,Bridge Pier or Support,Dusk,Rural-Minor Arterial,Not an Intersection,f
56880,Pedestrian,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,f
56881,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,f
56882,Tree (Standing Only),Dark - Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,t
56883,Rollover/Overturn,Daylight,Rural-Minor Arterial,Not an Intersection,f
56884,Motor Vehicle In-Transport ,Daylight,Urban-Local Road or Street,Not an Intersection,t
56885,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
56886,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,t
56887,Pedestrian,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
56888,Fence,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
56889,Pedestrian,Dark - Unknown Lighting,Urban-Local Road or Street,Not an Intersection,f
56890,Pedestrian,Dark - Lighted,Urban-Principal Arterial-Interstate,Not Reported,f
56891,Ditch,Daylight,Urban-Collector,Not an Intersection,f
56892,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
56893,Pedestrian,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,f
56894,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
