detail_id,detail_information,light_condition,road_function,intersection_type,drunk_driving
49066,Pedestrian,Daylight,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
49067,Pedestrian,Dark - Not Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
49068,Guardrail Face,Dark - Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
49069,Parked Motor Vehicle ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
49070,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
49071,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
49072,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,T-Intersection,f
49073,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Four-Way Intersection,t
49074,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,t
49075,Tree (Standing Only),Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
49076,Mail Box,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
49077,Tree (Standing Only),Dark - Lighted,Urban-Local Road or Street,Not an Intersection,t
49078,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Four-Way Intersection,f
49079,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Y-Intersection,f
49080,Shrubbery,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
49081,Pedalcyclist,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
49082,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,T-Intersection,f
49083,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,T-Intersection,f
49084,Pedestrian,Dark - Lighted,Rural-Local Road or Street,Not an Intersection,f
49085,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Four-Way Intersection,f
49086,Embankment,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
49087,Parked Motor Vehicle ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
49088,Rollover/Overturn,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
49089,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
49090,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
49091,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
49092,Guardrail Face,Daylight,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,t
61917,Curb,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,t
49093,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
49094,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
49095,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
49096,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,t
49097,Parked Motor Vehicle ,Daylight,Urban-Local Road or Street,Not an Intersection,f
49098,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
49099,Motor Vehicle In-Transport ,Dark - Lighted,Rural-Major Collector,Not an Intersection,f
49100,Parked Motor Vehicle ,Daylight,Urban-Collector,Not an Intersection,f
49101,Tree (Standing Only),Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
49102,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Four-Way Intersection,t
49103,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
49104,Non-Motorist on Personal Conveyance,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
49105,Motor Vehicle In-Transport ,Dark - Lighted,Rural-Minor Arterial,Not an Intersection,t
49106,Rollover/Overturn,Daylight,Rural-Minor Arterial,Not an Intersection,f
49107,Pedestrian,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
49108,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
49109,Pedestrian,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
49110,Pedestrian,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
49111,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
49112,Concrete Traffic Barrier,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
49113,Concrete Traffic Barrier,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
49114,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
49115,Pedestrian,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,f
49116,Other Fixed Object,Dark - Lighted,Urban-Collector,Not an Intersection,f
49117,Tree (Standing Only),Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
49118,Pedalcyclist,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
49119,Rollover/Overturn,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,t
49120,Guardrail Face,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
49121,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
49122,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,t
49123,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,t
49124,Pedestrian,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
49125,Pedestrian,Daylight,Urban-Minor Arterial,Not an Intersection,f
49126,Pedestrian,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,f
49127,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
49128,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,T-Intersection,f
49129,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Four-Way Intersection,f
49130,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,t
49131,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Not an Intersection,t
49132,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
49133,Pedalcyclist,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
49134,Motor Vehicle In-Transport ,Dark - Lighted,Rural-Major Collector,Four-Way Intersection,t
49135,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
49136,Utility Pole/Light Support,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
49137,Rollover/Overturn,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
49138,Ditch,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
49139,Tree (Standing Only),Dark - Lighted,Urban-Collector,Not an Intersection,f
49140,Pedestrian,Dark - Lighted,Urban-Collector,Not an Intersection,t
49141,Tree (Standing Only),Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
49142,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
49143,Tree (Standing Only),Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,t
49144,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
49145,Guardrail Face,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
49146,Traffic Sign Support ,Dark - Lighted,Rural-Local Road or Street,T-Intersection,t
49147,Pedestrian,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,t
49148,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
49149,Tree (Standing Only),Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
49150,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Four-Way Intersection,f
49151,Guardrail Face,Dawn,Urban-Principal Arterial-Interstate,Not an Intersection,f
49152,Pedestrian,Daylight,Urban-Local Road or Street,Not an Intersection,t
49153,Live Animal,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
49154,Motor Vehicle In-Transport ,Dusk,Rural-Major Collector,Four-Way Intersection,f
49155,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
49156,Tree (Standing Only),Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
49157,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,t
49158,Utility Pole/Light Support,Dark - Lighted,Rural-Minor Collector,Not an Intersection,f
49159,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
49160,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
49162,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,t
49163,Ridden Animal or Animal Drawn Conveyance,Dark - Lighted,Rural-Principal Arterial-Other,Four-Way Intersection,f
49164,Building,Daylight,Urban-Minor Arterial,Not an Intersection,f
49165,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
49166,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
49167,Pedestrian,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
49168,Pedestrian,Dark - Not Lighted,Urban-Collector,Four-Way Intersection,f
49169,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
49170,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Four-Way Intersection,f
49171,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
49172,Pedestrian,Dark - Not Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,t
49173,Pedestrian,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,t
49174,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
49175,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Four-Way Intersection,f
49176,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
49177,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,T-Intersection,f
49178,Tree (Standing Only),Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,f
49179,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,t
49180,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,t
49181,Concrete Traffic Barrier,Dark - Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
49182,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Four-Way Intersection,t
49183,Tree (Standing Only),Daylight,Rural-Minor Arterial,Not an Intersection,f
49184,Other Fixed Object,Dark - Lighted,Urban-Local Road or Street,T-Intersection,t
49185,Pedestrian,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,f
49186,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
49187,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
49188,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Four-Way Intersection,f
49189,Curb,Daylight,Unknown,Not an Intersection,f
49190,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
49191,Parked Motor Vehicle ,Daylight,Urban-Minor Arterial,Not an Intersection,t
49192,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,t
49193,Pedestrian,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,f
49194,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
49195,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,T-Intersection,f
49196,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,t
49197,Pedestrian,Daylight,Urban-Minor Arterial,Not an Intersection,f
49198,Motor Vehicle In-Transport ,Dawn,Urban-Minor Arterial,Not an Intersection,f
49199,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
49200,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
49201,Pedestrian,Dark - Lighted,Urban-Collector,T-Intersection,f
49202,Tree (Standing Only),Dark - Lighted,Urban-Minor Arterial,Not an Intersection,f
49203,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,f
49204,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
49205,Pedestrian,Dark - Not Lighted,Urban-Collector,Not an Intersection,t
49206,Embankment,Daylight,Rural-Minor Collector,Not an Intersection,t
49207,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Collector,Four-Way Intersection,t
49208,Tree (Standing Only),Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
49209,Pedestrian,Dark - Not Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
49210,Utility Pole/Light Support,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
49211,Tree (Standing Only),Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
49212,Rollover/Overturn,Daylight,Rural-Minor Collector,Not an Intersection,t
49213,Utility Pole/Light Support,Dark - Lighted,Urban-Other Principal Arterial,T-Intersection,t
49214,Rollover/Overturn,Daylight,Urban-Collector,Not an Intersection,f
49215,Curb,Dark - Lighted,Rural-Minor Arterial,Y-Intersection,f
49216,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
49217,Pedestrian,Dark - Lighted,Urban-Collector,Not an Intersection,f
49218,Tree (Standing Only),Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
49219,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,t
49220,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
49221,Pedestrian,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,f
49222,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Four-Way Intersection,f
49223,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
49224,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
49225,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
49226,Mail Box,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
49227,Tree (Standing Only),Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,t
49228,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
49229,Guardrail Face,Daylight,Rural-Principal Arterial-Other,Not an Intersection,t
49230,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
49231,Pedestrian,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
49232,Tree (Standing Only),Dark - Lighted,Urban-Collector,Not an Intersection,f
49233,Guardrail Face,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
49234,Tree (Standing Only),Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
49235,Pedestrian,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,f
49236,Guardrail Face,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
49237,Curb,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
49238,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
49239,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Minor Arterial,T-Intersection,t
49240,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
49241,Pedestrian,Dusk,Urban-Minor Arterial,Not an Intersection,f
49242,Curb,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
49243,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
49244,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Four-Way Intersection,f
49245,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
49246,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,t
49247,Tree (Standing Only),Dark - Not Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,t
49248,Unknown,Dark - Not Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
49249,Tree (Standing Only),Dark - Not Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
49250,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Four-Way Intersection,f
49251,Unknown,Daylight,Urban-Other Principal Arterial,Not an Intersection,t
49252,Rollover/Overturn,Dawn,Urban-Minor Arterial,Not an Intersection,f
49253,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
49254,Unknown,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
49255,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Other Principal Arterial,T-Intersection,f
49256,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
49257,Pedestrian,Dark - Lighted,Urban-Local Road or Street,Four-Way Intersection,f
49258,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
49259,Pedestrian,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
49260,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",Dark - Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
49261,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,f
49262,Motor Vehicle In-Transport ,Dusk,Urban-Other Principal Arterial,Not an Intersection,f
49263,Curb,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
49264,Ditch,Daylight,Rural-Minor Collector,Not an Intersection,f
49265,Rollover/Overturn,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
49266,Curb,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
49267,Curb,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
49268,Curb,Dusk,Urban-Minor Arterial,Not an Intersection,f
49269,Motor Vehicle In-Transport ,Daylight,Urban-Collector,Four-Way Intersection,f
49270,Pedestrian,Dawn,Rural-Major Collector,Not an Intersection,f
49271,Pedestrian,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
49272,Guardrail Face,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
49273,Guardrail Face,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,t
49274,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
49275,Pedestrian,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
49276,Tree (Standing Only),Daylight,Urban-Other Principal Arterial,Not an Intersection,f
49277,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
49278,Parked Motor Vehicle ,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,f
49279,Pedestrian,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
49280,Motor Vehicle In-Transport ,Daylight,Urban-Local Road or Street,Not an Intersection,t
49281,Tree (Standing Only),Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
49282,Tree (Standing Only),Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
49283,Guardrail Face,Dawn,Urban-Other Principal Arterial,Not an Intersection,f
49284,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
49285,Guardrail Face,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
49286,Parked Motor Vehicle ,Dusk,Urban-Local Road or Street,T-Intersection,t
49287,Snow Bank,Dark - Lighted,Rural-Major Collector,Not an Intersection,f
49288,Concrete Traffic Barrier,Dark - Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
49289,Tree (Standing Only),Dark - Lighted,Urban-Local Road or Street,Four-Way Intersection,f
49290,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Other Freeways or Expressways,T-Intersection,f
49291,Snow Bank,Dark - Lighted,Urban-Local Road or Street,T-Intersection,f
49292,Pedestrian,Daylight,Rural-Minor Arterial,Not an Intersection,f
49293,Tree (Standing Only),Daylight,Urban-Local Road or Street,Not an Intersection,f
49294,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,T-Intersection,f
49295,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
49296,Parked Motor Vehicle ,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
49297,Motor Vehicle In-Transport ,Daylight,Urban-Local Road or Street,Not an Intersection,f
62732,Culvert,Daylight,Urban-Local Road or Street,Not an Intersection,f
49298,Pedestrian,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
49299,Tree (Standing Only),Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
49300,Pedestrian,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,f
49301,Tree (Standing Only),Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,t
49302,Railway Vehicle,Daylight,Urban-Minor Arterial,Not an Intersection,f
49303,Utility Pole/Light Support,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
49304,Concrete Traffic Barrier,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
49305,Tree (Standing Only),Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
49306,Ditch,Daylight,Urban-Local Road or Street,Not an Intersection,f
49307,Guardrail Face,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
49308,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
49309,Tree (Standing Only),Daylight,Urban-Local Road or Street,Y-Intersection,f
49310,Other Traffic Barrier,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
49311,Tree (Standing Only),Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
49312,Other Object (not fixed),Dark - Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,t
49313,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
49314,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Local Road or Street,T-Intersection,f
49315,Pedalcyclist,Daylight,Urban-Minor Arterial,Not an Intersection,f
49316,Curb,Daylight,Urban-Local Road or Street,Not an Intersection,f
49317,Rollover/Overturn,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
49318,Fence,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
49319,Tree (Standing Only),Daylight,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
49320,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,T-Intersection,f
49321,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
49322,Motor Vehicle In-Transport ,Daylight,Urban-Local Road or Street,Not an Intersection,f
49323,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
49324,Motor Vehicle In-Transport ,Daylight,Urban-Local Road or Street,Not an Intersection,t
49325,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
49326,Mail Box,Dusk,Urban-Local Road or Street,Not an Intersection,t
49327,Guardrail Face,Dark - Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
49328,Guardrail Face,Daylight,Urban-Local Road or Street,T-Intersection,f
49329,Traffic Sign Support ,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
49330,Curb,Dark - Lighted,Urban-Local Road or Street,Y-Intersection,t
49331,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,f
49332,Tree (Standing Only),Daylight,Urban-Local Road or Street,Not an Intersection,t
49333,Tree (Standing Only),Daylight,Urban-Local Road or Street,Not an Intersection,f
49334,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
49335,Fell/Jumped from Vehicle,Daylight,Urban-Local Road or Street,Not an Intersection,f
49336,Rollover/Overturn,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
49337,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
49338,Pedestrian,Dark - Not Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
49339,Pedestrian,Daylight,Urban-Local Road or Street,T-Intersection,f
49340,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Y-Intersection,t
49341,Concrete Traffic Barrier,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
49342,Guardrail Face,Daylight,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
49343,Pedestrian,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
49344,Fell/Jumped from Vehicle,Daylight,Urban-Local Road or Street,T-Intersection,f
49345,Curb,Daylight,Urban-Local Road or Street,Not an Intersection,f
49346,Curb,Daylight,Urban-Local Road or Street,Not an Intersection,t
49347,Parked Motor Vehicle ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
49348,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
49349,Pedestrian,Dark - Not Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
49350,Pedestrian,Dawn,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
49351,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
49352,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
49353,Embankment,Daylight,Urban-Minor Arterial,T-Intersection,f
49354,Tree (Standing Only),Daylight,Urban-Local Road or Street,Not an Intersection,f
49355,Fell/Jumped from Vehicle,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
49356,Motor Vehicle In-Transport ,Daylight,Urban-Local Road or Street,Not an Intersection,f
49357,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
49358,Fence,Dark - Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
49359,Pedestrian,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
49360,Pedestrian,Dark - Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
49361,Rollover/Overturn,Dark - Lighted,Urban-Local Road or Street,T-Intersection,t
49362,Motor Vehicle In-Transport ,Daylight,Urban-Local Road or Street,Four-Way Intersection,f
49363,Curb,Dark - Lighted,Urban-Local Road or Street,T-Intersection,t
49364,Pedestrian,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
49365,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
49366,Non-Motorist on Personal Conveyance,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
49367,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
